Open,High,Low,Close,Adj Close,Volume
44.61800003051758,45.13600158691406,44.45000076293945,44.48199844360352,44.48199844360352,11487500
44.57400131225586,44.650001525878906,42.652000427246094,43.86199951171875,43.86199951171875,23822000
42.90999984741211,43.29999923706055,41.43199920654297,42.01800155639648,42.01800155639648,26842500
42.012001037597656,42.84000015258789,40.84199905395508,42.25600051879883,42.25600051879883,31309500
42.66999816894531,42.95600128173828,41.95600128173828,42.18999862670898,42.18999862670898,14842000
42.5620002746582,42.7599983215332,42.00199890136719,42.124000549316406,42.124000549316406,17212500
41.78400039672852,41.99599838256836,40.992000579833984,41.33200073242188,41.33200073242188,23341500
40.61000061035156,40.89400100708008,39.84999847412109,40.44200134277344,40.44200134277344,29751500
40.66400146484375,41.52199935913086,40.18199920654297,40.84999847412109,40.84999847412109,22386500
37.16600036621094,39.040000915527344,37.0,38.53799819946289,38.53799819946289,57759500
38.89799880981445,39.150001525878906,38.0,38.374000549316406,38.374000549316406,26082500
38.13999938964844,38.89799880981445,37.93000030517578,38.61399841308594,38.61399841308594,18016000
38.77399826049805,38.82400131225586,37.40800094604492,38.38600158691406,38.38600158691406,22516000
37.90999984741211,39.73600006103516,37.902000427246094,39.31399917602539,39.31399917602539,20765000
39.400001525878906,40.64799880981445,39.040000915527344,40.32400131225586,40.32400131225586,20584500
40.05799865722656,40.70000076293945,39.66600036621094,40.257999420166016,40.257999420166016,17193000
40.36600112915039,41.7239990234375,40.209999084472656,41.310001373291016,41.310001373291016,16172500
40.88399887084961,41.60599899291992,40.65999984741211,41.19599914550781,41.19599914550781,13905000
41.22200012207031,41.27399826049805,39.68399810791016,39.874000549316406,39.874000549316406,15748000
40.2140007019043,41.19599914550781,39.29999923706055,41.040000915527344,41.040000915527344,17740500
40.79199981689453,41.49399948120117,40.59999847412109,40.720001220703125,40.720001220703125,15035000
40.79399871826172,42.38999938964844,40.65999984741211,42.1879997253418,42.1879997253418,20746000
42.64400100708008,44.07400131225586,42.25400161743164,43.672000885009766,43.672000885009766,24131000
43.65800094604492,44.29600143432617,43.36000061035156,43.709999084472656,43.709999084472656,16527000
43.97600173950195,45.09600067138672,43.928001403808594,44.198001861572266,44.198001861572266,17614500
44.400001525878906,44.68000030517578,43.29999923706055,43.47200012207031,43.47200012207031,16219500
43.07600021362305,43.58599853515625,42.39799880981445,43.49599838256836,43.49599838256836,17362000
43.5099983215332,44.09999847412109,43.0,43.257999420166016,43.257999420166016,26952500
42.44200134277344,42.948001861572266,41.45600128173828,42.560001373291016,42.560001373291016,48845500
38.7140007019043,40.61800003051758,38.65599822998047,40.57600021362305,40.57600021362305,78248000
40.58000183105469,41.198001861572266,40.18199920654297,40.75400161743164,40.75400161743164,30955000
41.13999938964844,41.13999938964844,40.29999923706055,40.869998931884766,40.869998931884766,19898000
40.83399963378906,41.23400115966797,40.52000045776367,40.891998291015625,40.891998291015625,13568000
41.0,42.48799896240234,40.75,42.34199905395508,42.34199905395508,25770500
42.15599822998047,43.52000045776367,41.96200180053711,43.422000885009766,43.422000885009766,29910500
43.13199996948242,43.63999938964844,41.26599884033203,41.46799850463867,41.46799850463867,42499000
41.45800018310547,41.45800018310547,40.34000015258789,40.821998596191406,40.821998596191406,33018000
40.98799896240234,41.428001403808594,40.51599884033203,40.75199890136719,40.75199890136719,19547500
40.79999923706055,42.21799850463867,40.44400024414063,41.4379997253418,41.4379997253418,32364500
41.380001068115234,41.709999084472656,40.560001373291016,40.667999267578125,40.667999267578125,19410500
40.540000915527344,40.667999267578125,39.16600036621094,39.46599960327149,39.46599960327149,39610500
39.36199951171875,40.04800033569336,39.06399917602539,39.9119987487793,39.9119987487793,22161500
39.84999847412109,40.50400161743164,39.44200134277344,40.48799896240234,40.48799896240234,21110000
40.56999969482422,41.23799896240234,40.02999877929688,40.1259994506836,40.1259994506836,24385000
39.84199905395508,40.150001525878906,38.43000030517578,38.7760009765625,38.7760009765625,33562000
38.87799835205078,38.89799880981445,37.650001525878906,38.17599868774414,38.17599868774414,33683500
37.69200134277344,38.70000076293945,37.52000045776367,38.06399917602539,38.06399917602539,27898500
38.22999954223633,39.23600006103516,38.20199966430664,38.74800109863281,38.74800109863281,24874500
38.75,38.88999938964844,37.95000076293945,38.2140007019043,38.2140007019043,20746500
37.790000915527344,38.34999847412109,37.4640007019043,37.73600006103516,37.73600006103516,27171500
38.400001525878906,39.18199920654297,37.959999084472656,39.13999938964844,39.13999938964844,28144000
39.08599853515625,39.742000579833984,38.78799819946289,38.94599914550781,38.94599914550781,24470500
38.992000579833984,40.17599868774414,38.62200164794922,40.141998291015625,40.141998291015625,24104500
40.400001525878906,40.917999267578125,38.90599822998047,39.130001068115234,39.130001068115234,42376000
39.4900016784668,39.79800033569336,39.124000549316406,39.61600112915039,39.61600112915039,21347500
39.70000076293945,40.09999847412109,39.49399948120117,39.92599868774414,39.92599868774414,13158000
40.31600189208984,40.757999420166016,39.95000076293945,40.34400177001953,40.34400177001953,18249500
39.65399932861328,39.71799850463867,38.540000915527344,38.86000061035156,38.86000061035156,28652000
38.78400039672852,38.95800018310547,37.93999862670898,38.08200073242188,38.08200073242188,20640000
37.81399917602539,37.858001708984375,36.27999877929688,37.0,37.0,43024500
37.16999816894531,38.45000076293945,36.36000061035156,38.11399841308594,38.11399841308594,50447500
38.70600128173828,38.75199890136719,37.68199920654297,37.75400161743164,37.75400161743164,25133000
37.7400016784668,38.459999084472656,37.209999084472656,37.51800155639648,37.51800155639648,18973000
38.04600143432617,38.64599990844727,38.0,38.20000076293945,38.20000076293945,25052000
39.59999847412109,41.54999923706055,39.5,40.619998931884766,40.619998931884766,62279000
40.50199890136719,41.012001037597656,40.22800064086914,40.650001525878906,40.650001525878906,21739500
41.63999938964844,42.18000030517578,41.17399978637695,41.53400039672852,41.53400039672852,31515500
41.68600082397461,42.07400131225586,41.2239990234375,42.01800155639648,42.01800155639648,19001000
41.970001220703125,42.33000183105469,41.79999923706055,42.18000030517578,42.18000030517578,20338500
