Open,Close,Volume
15.37733268737793,16.17066764831543,178267500
16.14666748046875,16.142000198364258,166746000
16.200000762939453,16.058000564575195,88197000
16.100000381469727,16.312667846679688,92439000
16.21933364868164,16.208667755126953,84471000
15.457332611083984,15.535332679748535,226267500
15.440667152404783,15.428667068481444,119925000
15.31999969482422,15.847999572753906,120963000
15.724666595458984,16.003332138061523,130173000
16.08799934387207,16.302000045776367,103416000
16.351999282836914,16.31599998474121,94249500
16.476667404174805,16.525999069213867,127131000
16.52666664123535,17.130666732788086,153075000
17.18000030517578,17.19266700744629,96492000
17.159332275390625,17.316667556762695,100261500
17.5,17.46466636657715,71539500
17.3799991607666,17.1299991607666,86247000
17.222000122070312,16.899999618530273,75304500
16.954666137695312,17.038667678833008,69012000
16.96666717529297,16.978666305541992,78916500
19.891332626342773,19.978666305541992,445813500
19.847999572753903,21.875333786010746,450091500
21.836000442504883,21.84733390808105,283054500
21.332666397094727,21.08133316040039,190264500
20.86666679382324,21.000667572021484,144627000
20.87333297729492,20.994667053222656,76005000
21.08799934387207,20.88733291625977,95758500
20.98666763305664,21.1646671295166,131805000
21.308000564575195,21.14800071716309,104151000
21.200000762939453,21.77199935913086,119113500
21.94266700744629,22.369333267211918,217009500
22.299999237060547,22.47599983215332,91038000
22.93000030517578,23.006000518798828,149800500
23.12666702270508,23.32866668701172,110391000
23.666667938232425,23.073999404907227,126301500
23.073999404907227,23.290000915527344,96973500
23.375999450683597,23.47800064086914,72135000
23.527999877929688,23.332666397094727,66006000
23.450000762939453,23.968000411987305,115872000
24.0,23.481332778930664,100876500
23.63400077819824,23.655332565307617,91650000
22.67733383178711,22.202667236328125,253059000
22.954666137695312,22.422666549682617,185092500
22.351333618164062,21.92799949645996,119211000
22.07466697692871,22.086000442504883,83334000
22.073999404907227,21.996000289916992,36984000
21.959999084472656,22.32466697692871,91117500
22.17466735839844,22.413333892822266,98605500
22.51666641235352,22.20199966430664,82995000
22.18866729736328,22.024667739868164,55869000
22.333332061767575,22.392667770385746,114186000
22.439332962036133,22.635332107543945,135346500
22.66399955749512,23.256000518798828,132424500
23.458667755126957,23.51333236694336,103467000
23.661333084106445,23.978666305541992,116458500
24.06999969482422,23.892667770385746,98563500
24.170000076293945,25.433332443237305,272613000
25.266000747680664,25.266000747680664,127452000
25.375333786010746,26.209999084472656,211815000
26.488000869750977,26.93600082397461,271606500
27.3526668548584,27.03933334350586,221290500
27.45199966430664,27.947999954223636,199794000
27.89066696166992,28.350000381469727,120820500
28.527332305908203,28.72933387756348,159508500
29.0,28.691999435424805,149185500
28.586000442504883,27.64666748046875,188796000
27.0,27.8886661529541,154285500
28.299999237060547,28.68400001525879,142981500
29.36666679382324,29.53400039672852,266677500
29.36466789245605,30.1026668548584,151995000
30.76000022888184,31.270666122436523,268231500
31.57999992370605,32.80933380126953,467164500
33.13999938964844,32.089332580566406,426606000
32.11933135986328,31.87666702270508,194392500
32.900001525878906,34.990665435791016,397764000
36.28400039672852,35.861331939697266,434943000
35.31733322143555,34.56666564941406,260532000
32.91666793823242,34.232666015625,326050500
33.840667724609375,34.03333282470703,204436500
35.349998474121094,36.47999954223633,267052500
38.1259994506836,37.97066879272461,470535000
37.61666870117188,38.14666748046875,294765000
38.04199981689453,37.654666900634766,215304000
36.13266754150391,37.20133209228516,204121500
37.89933395385742,37.79333114624024,176827500
38.37933349609375,38.732666015625,267022500
42.16133117675781,42.72066879272461,435085500
42.66666793823242,43.37133407592773,235789500
44.91266632080078,52.0,705975000
58.86399841308594,59.137332916259766,914082000
54.88399887084961,48.97999954223633,726357000
46.66133117675781,49.93066787719727,598212000
48.70333480834961,49.87133407592773,255952500
53.33333206176758,51.41866683959961,370338000
51.25266647338867,51.62533187866211,175462500
51.858001708984375,51.15266799926758,180337500
49.45600128173828,53.59999847412109,394339500
52.4813346862793,53.33533477783203,235405500
56.106666564941406,57.22666549682617,245725500
61.56666564941406,61.16133117675781,381345000
60.79666519165039,59.96066665649414,264523500
60.46533203125,60.06666564941406,214722000
55.93333435058594,55.58599853515625,227883000
56.59999847412109,53.32733154296875,259357500
52.16666793823242,51.91999816894531,211282500
48.66666793823242,45.26666641235352,364158000
41.97999954223633,44.53266525268555,363343500
47.41733169555664,49.574668884277344,302925000
53.66666793823242,49.70066833496094,386760000
50.93066787719727,49.96666717529297,225735000
48.2513313293457,48.30266571044922,162790500
46.0,46.89866638183594,189943500
40.35933303833008,40.53333282470703,256105500
43.96200180053711,43.02199935913086,233916000
42.68000030517578,42.28200149536133,199837500
38.72600173950195,37.369998931884766,283636500
39.66666793823242,36.44133377075195,339604500
31.299999237060547,29.67133331298828,307342500
29.333999633789062,28.68000030517578,359919000
25.933332443237305,24.08133316040039,356793000
24.979999542236328,28.50933265686035,452932500
29.21333312988281,28.50200080871582,424282500
28.906667709350582,28.952667236328125,246817500
31.81999969482422,33.66666793823242,343428000
36.34999847412109,35.95000076293945,318340500
36.49266815185547,35.21066665649414,260710500
33.66666793823242,34.29066848754883,215661000
34.017333984375,33.47533416748047,179971500
33.41666793823242,34.93333435058594,266572500
33.599998474121094,32.104000091552734,200298000
32.06866836547852,30.29800033569336,297876000
33.96666717529297,32.000667572021484,338431500
34.08000183105469,34.41600036621094,223527000
36.33333206176758,36.36333465576172,268797000
36.9466667175293,36.589332580566406,189840000
37.4726676940918,38.20000076293945,204750000
39.34400177001953,43.39666748046875,337131000
46.59799957275391,47.32600021362305,458647500
49.46666717529297,48.65533447265625,353655000
47.79600143432617,49.68066787719727,309868500
51.48533248901367,50.25933456420898,196923000
48.8466682434082,49.75733184814453,221199000
48.67466735839844,45.78133392333984,303136500
46.93199920654297,48.80733489990234,212482500
48.50666809082031,47.04199981689453,198550500
47.387332916259766,48.34333419799805,198180000
49.17399978637695,53.25,310221000
53.042667388916016,51.27466583251953,228330000
52.678001403808594,53.367332458496094,243240000
57.01266860961914,52.12533187866211,427078500
50.33333206176758,46.75466537475586,487977000
46.73333358764648,50.74599838256836,288556500
52.65266799926758,51.2140007019043,254875500
51.76666641235352,52.172000885009766,166848000
51.81399917602539,52.00266647338867,172915500
52.917999267578125,54.62799835205078,241297500
52.70066833496094,54.08599853515625,247794000
55.133331298828125,53.96066665649414,238603500
54.72200012207031,52.73066711425781,285982500
52.0,53.55533218383789,205233000
52.68999862670898,53.27799987792969,157776000
