Open,High,Low,Close,Adj Close,Volume
20.799999237060547,21.474000930786133,20.733333587646484,21.368667602539062,21.368667602539062,65283000
21.399999618530273,21.683332443237305,21.036666870117188,21.149999618530273,21.149999618530273,67822500
20.857999801635742,21.23666763305664,20.3786678314209,20.974666595458984,20.974666595458984,149194500
21.107999801635742,21.14933204650879,20.799999237060547,21.10533332824707,21.10533332824707,68868000
21.066667556762695,22.468000411987305,21.03333282470703,22.42733383178711,22.42733383178711,147891000
22.3439998626709,22.586666107177734,21.82666778564453,22.246000289916992,22.246000289916992,107199000
22.14666748046875,22.46666717529297,22.0,22.31999969482422,22.31999969482422,64648500
22.349332809448242,22.987333297729492,22.21733283996582,22.530000686645508,22.530000686645508,99682500
22.575332641601562,22.694000244140625,22.244667053222656,22.4146671295166,22.4146671295166,72376500
22.502666473388672,23.0,22.31999969482422,22.67066764831543,22.67066764831543,97114500
22.697999954223633,23.266666412353516,22.649999618530273,23.143999099731445,23.143999099731445,106552500
23.044666290283203,23.48666763305664,22.916000366210938,22.971332550048828,22.971332550048828,85287000
23.0,23.37266731262207,22.84000015258789,23.334667205810547,23.334667205810547,73324500
23.293333053588867,23.85533332824707,23.280000686645508,23.437332153320312,23.437332153320312,93156000
24.0,24.03333282470703,23.399999618530273,23.519332885742188,23.519332885742188,81981000
23.6386661529541,23.649999618530273,22.90133285522461,23.05933380126953,23.05933380126953,79312500
23.218000411987305,23.280000686645508,22.426666259765625,22.50933265686035,22.50933265686035,101104500
22.766666412353516,22.933332443237305,22.380666732788086,22.856666564941406,22.856666564941406,68091000
22.656667709350586,23.389999389648438,22.552000045776367,23.302000045776367,23.302000045776367,71206500
23.00933265686035,23.218000411987305,22.81133270263672,23.05466651916504,23.05466651916504,70765500
23.167333602905273,23.746000289916992,23.012666702270508,23.62066650390625,23.62066650390625,93211500
23.399999618530273,23.977333068847656,23.242000579833984,23.28333282470703,23.28333282470703,62965500
23.229333877563477,23.463333129882812,22.700666427612305,22.916667938232422,22.916667938232422,55572000
22.531333923339844,22.96466636657715,22.200000762939453,22.208667755126953,22.208667755126953,66961500
21.680667877197266,22.4146671295166,21.566667556762695,22.264667510986328,22.264667510986328,76326000
22.599332809448242,23.066667556762695,22.37733268737793,23.0,23.0,104538000
22.887332916259766,23.2413330078125,20.97333335876465,21.01533317565918,21.01533317565918,154719000
21.32866668701172,21.398666381835938,19.650667190551758,20.69466781616211,20.69466781616211,194005500
21.075332641601562,21.205333709716797,20.416667938232422,21.048667907714844,21.048667907714844,93417000
21.001333236694336,21.612667083740234,20.833999633789062,21.577333450317383,21.577333450317383,68403000
21.389333724975586,21.744667053222656,21.23466682434082,21.487333297729492,21.487333297729492,59260500
21.633333206176758,22.274667739868164,21.49333381652832,22.271333694458008,22.271333694458008,88693500
22.166667938232422,22.874666213989258,22.109333038330078,22.365999221801758,22.365999221801758,84639000
22.29800033569336,22.722667694091797,22.100000381469727,22.31800079345703,22.31800079345703,60141000
22.402000427246094,22.645999908447266,22.211332321166992,22.219999313354492,22.219999313354492,48294000
22.368667602539062,23.16266632080078,22.316667556762695,23.077999114990234,23.077999114990234,104547000
23.18866729736328,23.666000366210938,23.139999389648438,23.469999313354492,23.469999313354492,87261000
23.566667556762695,23.933332443237305,23.49066734313965,23.827999114990234,23.827999114990234,65100000
23.75,23.999332427978516,23.333999633789062,23.39933204650879,23.39933204650879,71961000
23.504667282104492,23.682666778564453,22.814666748046875,22.87066650390625,22.87066650390625,91045500
23.000667572021484,23.244667053222656,22.004667282104492,22.062000274658203,22.062000274658203,103284000
21.798667907714844,22.347999572753906,21.531333923339844,22.341333389282227,22.341333389282227,76392000
22.159332275390625,22.516666412353516,21.952667236328125,22.22333335876465,22.22333335876465,57357000
22.25,22.424667358398438,21.802000045776367,21.8799991607666,21.8799991607666,64285500
21.695999145507812,22.166667938232422,21.44933319091797,22.15333366394043,22.15333366394043,75109500
22.19066619873047,22.219999313354492,21.751333236694336,21.940000534057617,21.940000534057617,53493000
21.606666564941406,21.89933204650879,21.4913330078125,21.81133270263672,21.81133270263672,82602000
21.907333374023438,23.1473331451416,21.766666412353516,23.034000396728516,23.034000396728516,123960000
21.907333374023438,23.1473331451416,21.766666412353516,22.78933334350586,22.78933334350586,89487000
22.450666427612305,22.65399932861328,21.595333099365234,21.775333404541016,21.775333404541016,119511000
21.958667755126953,22.190000534057617,21.406667709350586,21.706666946411133,21.706666946411133,98472000
21.528667449951172,21.82666778564453,21.271333694458008,21.42333221435547,21.42333221435547,91759500
21.100000381469727,21.383333206176758,20.64466667175293,20.90399932861328,20.90399932861328,112264500
